Data_Time,Lot_ID,Item_ID,Value,Target,USL,UCL,LCL,LSL,Stage_ID,Layer_ID,Prod_ID,Eqp_S,Eqp_S_Unit1,Eqp_S_Unit2,S_Recipe,S_SubRecipe,Eqp_C,Material_ID,Eqp_M,M_Recipe,Chart_Type,index
2020-11-26 20:01:58,A21ZZ402,A21ZZ402.04,0.01298706039313682,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdC,XSE003,s#U1-02,s#U2-02,SRCP-L11-H,SRCPSUB-L11-001,ZCOC,VW,XCD20,MRCP-L11-.005,MEAN,92
2020-11-26 22:43:16,A21XX189,A21XX189.24,-0.015676909501940315,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdB,YSE001,s#U1-02,s#U2-04,SRCP-L11-J,SRCPSUB-L11-001,YCOC,VW,XCD33,MRCP-L11-.005,MEAN,93
2020-11-26 22:48:44,A21XX801,A21XX801.05,0.0018090623539640427,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdD,ZSE001,s#U1-02,s#U2-04,SRCP-L11-J,SRCPSUB-L11-001,YCOC,VW,XCD20,MRCP-L11-.004,MEAN,94
2020-11-27 01:10:01,A21XX282,A21XX282.19,-0.0032283620151486703,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdA,XSE003,s#U1-04,s#U2-03,SRCP-L11-J,SRCPSUB-L11-001,ZCOC,VW,XCD20,MRCP-L11-.005,MEAN,95
2020-11-27 03:47:56,A21WW615,A21WW615.05,0.006124271523480365,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdB,XSE003,s#U1-03,s#U2-01,SRCP-L11-J,SRCPSUB-L11-001,ZCOC,VW,WCD20,MRCP-L11-.003,MEAN,96
2020-11-27 06:03:33,A21WW490,A21WW490.25,0.004110521776997762,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdA,YSE003,s#U1-04,s#U2-01,SRCP-L11-I,SRCPSUB-L11-001,ZCOB,VW,WCD33,MRCP-L11-.004,MEAN,97
2020-11-27 07:43:20,A21YY938,A21YY938.05,-0.0013052381178798407,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdC,XSE003,s#U1-01,s#U2-01,SRCP-L11-H,SRCPSUB-L11-001,ZCOC,VW,WCD20,MRCP-L11-.004,MEAN,98
2020-11-27 10:03:47,A21WW364,A21WW364.12,0.008530967388328058,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdD,YSE003,s#U1-04,s#U2-01,SRCP-L11-I,SRCPSUB-L11-001,YCOC,VW,XCD20,MRCP-L11-.003,MEAN,99
2020-11-27 11:38:17,A21ZZ435,A21ZZ435.01,0.012624447898842326,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdD,XSE005,s#U1-03,s#U2-04,SRCP-L11-H,SRCPSUB-L11-001,ZCOB,VW,WCD20,MRCP-L11-.005,MEAN,100
2020-11-27 12:27:44,A21WW080,A21WW080.15,-0.001340733921127008,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdC,XSE001,s#U1-03,s#U2-03,SRCP-L11-J,SRCPSUB-L11-001,ZCOC,VW,XCD20,MRCP-L11-.003,MEAN,101
2020-11-27 13:27:31,A21ZZ942,A21ZZ942.20,0.004621150947423119,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdD,YSE001,s#U1-04,s#U2-02,SRCP-L11-J,SRCPSUB-L11-001,ZCOC,VW,WCD33,MRCP-L11-.005,MEAN,102
2020-11-27 16:37:24,A21YY277,A21YY277.09,0.0020192366407952443,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdD,XSE005,s#U1-03,s#U2-03,SRCP-L11-H,SRCPSUB-L11-001,YCOB,VW,XCD20,MRCP-L11-.005,MEAN,103
2020-11-27 17:21:49,A21ZZ298,A21ZZ298.25,0.008050567356703415,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdD,XSE001,s#U1-01,s#U2-01,SRCP-L11-I,SRCPSUB-L11-001,YCOC,VW,XCD20,MRCP-L11-.004,MEAN,104
2020-11-27 21:21:15,A21WW078,A21WW078.05,-0.003753491028872394,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdA,ZSE005,s#U1-01,s#U2-04,SRCP-L11-H,SRCPSUB-L11-001,YCOB,VW,WCD20,MRCP-L11-.004,MEAN,105
2020-11-27 21:42:27,A21WW165,A21WW165.14,-0.010130827621421104,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdD,XSE003,s#U1-04,s#U2-02,SRCP-L11-I,SRCPSUB-L11-001,ZCOC,VW,XCD20,MRCP-L11-.003,MEAN,106
2020-11-27 22:44:07,A21XX440,A21XX440.24,-0.005147684518819286,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdD,ZSE001,s#U1-01,s#U2-03,SRCP-L11-I,SRCPSUB-L11-001,ZCOB,VW,XCD33,MRCP-L11-.005,MEAN,107
2020-11-27 23:53:46,A21YY052,A21YY052.19,-0.0007376144400036259,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdC,ZSE005,s#U1-04,s#U2-01,SRCP-L11-I,SRCPSUB-L11-001,YCOB,VW,WCD20,MRCP-L11-.003,MEAN,108
2020-11-28 02:07:19,A21YY370,A21YY370.12,-0.015602947503982664,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdC,XSE001,s#U1-01,s#U2-01,SRCP-L11-H,SRCPSUB-L11-001,ZCOC,VW,WCD33,MRCP-L11-.004,MEAN,109
2020-11-28 02:47:28,A21WW611,A21WW611.17,-0.010243643810744116,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdD,ZSE005,s#U1-03,s#U2-04,SRCP-L11-I,SRCPSUB-L11-001,ZCOC,VW,XCD20,MRCP-L11-.003,MEAN,110
2020-11-28 08:14:41,A21XX713,A21XX713.15,-0.001955413704070579,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdC,YSE005,s#U1-03,s#U2-04,SRCP-L11-I,SRCPSUB-L11-001,ZCOC,VW,XCD33,MRCP-L11-.005,MEAN,111
2020-11-28 10:39:22,A21WW076,A21WW076.01,0.011516857687709534,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdD,YSE001,s#U1-03,s#U2-02,SRCP-L11-H,SRCPSUB-L11-001,ZCOC,VW,XCD33,MRCP-L11-.004,MEAN,112
2020-11-28 10:43:09,A21YY379,A21YY379.18,0.03213924096625508,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdC,XSE001,s#U1-01,s#U2-01,SRCP-L11-J,SRCPSUB-L11-001,YCOB,VW,WCD20,MRCP-L11-.004,MEAN,113
2020-11-28 11:18:45,A21XX377,A21XX377.05,0.012390679844243375,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdB,ZSE001,s#U1-01,s#U2-01,SRCP-L11-I,SRCPSUB-L11-001,YCOC,VW,XCD33,MRCP-L11-.005,MEAN,114
2020-11-28 18:50:12,A21WW603,A21WW603.17,-0.0047963310030086186,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdB,YSE003,s#U1-01,s#U2-03,SRCP-L11-J,SRCPSUB-L11-001,ZCOC,VW,WCD33,MRCP-L11-.003,MEAN,115
2020-11-28 20:07:11,A21WW319,A21WW319.22,-0.013252446301172676,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdA,ZSE003,s#U1-03,s#U2-02,SRCP-L11-H,SRCPSUB-L11-001,ZCOC,VW,WCD33,MRCP-L11-.004,MEAN,116
2020-11-28 21:31:55,A21XX165,A21XX165.22,-0.009271092108518357,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdA,YSE003,s#U1-02,s#U2-03,SRCP-L11-H,SRCPSUB-L11-001,ZCOB,VW,XCD20,MRCP-L11-.003,MEAN,117
2020-11-29 02:31:43,A21WW046,A21WW046.08,-0.009872016712070067,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdB,ZSE001,s#U1-04,s#U2-02,SRCP-L11-J,SRCPSUB-L11-001,YCOB,VW,WCD33,MRCP-L11-.005,MEAN,118
2020-11-29 03:13:20,A21YY917,A21YY917.10,0.0035071668476232935,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdA,YSE003,s#U1-03,s#U2-03,SRCP-L11-I,SRCPSUB-L11-001,YCOC,VW,WCD20,MRCP-L11-.004,MEAN,119
2020-11-29 04:27:04,A21XX894,A21XX894.16,-0.007891567277383977,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdD,XSE005,s#U1-03,s#U2-01,SRCP-L11-J,SRCPSUB-L11-001,ZCOB,VW,WCD33,MRCP-L11-.004,MEAN,120
2020-11-29 07:33:01,A21YY481,A21YY481.23,0.007926611232057745,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdA,ZSE005,s#U1-03,s#U2-04,SRCP-L11-H,SRCPSUB-L11-001,ZCOC,VW,XCD20,MRCP-L11-.005,MEAN,121
2020-11-29 07:56:10,A21ZZ817,A21ZZ817.23,0.016797172514729595,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdC,YSE003,s#U1-01,s#U2-01,SRCP-L11-H,SRCPSUB-L11-001,ZCOC,VW,WCD20,MRCP-L11-.003,MEAN,122
2020-11-29 08:04:30,A21ZZ398,A21ZZ398.05,0.014505570048272319,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdD,ZSE003,s#U1-02,s#U2-01,SRCP-L11-H,SRCPSUB-L11-001,ZCOB,VW,WCD20,MRCP-L11-.005,MEAN,123
2020-11-29 08:53:22,A21YY538,A21YY538.23,-0.018451165916212705,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdA,YSE001,s#U1-01,s#U2-04,SRCP-L11-H,SRCPSUB-L11-001,ZCOC,VW,XCD33,MRCP-L11-.004,MEAN,124
2020-11-29 08:57:40,A21WW612,A21WW612.09,-0.004194848063484146,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdA,ZSE001,s#U1-03,s#U2-03,SRCP-L11-H,SRCPSUB-L11-001,YCOC,VW,WCD20,MRCP-L11-.005,MEAN,125
2020-11-29 12:29:52,A21ZZ023,A21ZZ023.24,0.005118755201559962,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdC,YSE001,s#U1-02,s#U2-03,SRCP-L11-I,SRCPSUB-L11-001,YCOB,VW,WCD20,MRCP-L11-.004,MEAN,126
2020-11-29 12:54:05,A21XX415,A21XX415.23,-0.001504463387577047,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdB,XSE001,s#U1-04,s#U2-02,SRCP-L11-J,SRCPSUB-L11-001,ZCOC,VW,WCD33,MRCP-L11-.005,MEAN,127
2020-11-29 13:57:20,A21WW214,A21WW214.02,-0.0040091969317019235,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdA,ZSE005,s#U1-01,s#U2-01,SRCP-L11-H,SRCPSUB-L11-001,YCOB,VW,WCD20,MRCP-L11-.003,MEAN,128
2020-11-29 14:48:35,A21ZZ949,A21ZZ949.22,-0.0015342240549654723,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdA,YSE001,s#U1-04,s#U2-01,SRCP-L11-H,SRCPSUB-L11-001,YCOB,VW,WCD33,MRCP-L11-.003,MEAN,129
2020-11-29 17:26:07,A21XX959,A21XX959.03,0.014818143725802932,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdC,XSE001,s#U1-03,s#U2-03,SRCP-L11-H,SRCPSUB-L11-001,YCOC,VW,XCD20,MRCP-L11-.003,MEAN,130
2020-11-29 18:15:22,A21YY398,A21YY398.11,0.01068542749616162,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdA,ZSE003,s#U1-03,s#U2-02,SRCP-L11-H,SRCPSUB-L11-001,ZCOB,VW,WCD20,MRCP-L11-.004,MEAN,131
2020-11-29 22:58:45,A21WW647,A21WW647.07,-0.0003685092778220355,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdD,ZSE005,s#U1-02,s#U2-03,SRCP-L11-H,SRCPSUB-L11-001,YCOC,VW,XCD20,MRCP-L11-.004,MEAN,132
2020-11-30 02:39:11,A21XX314,A21XX314.01,-0.010879054642842938,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdD,ZSE003,s#U1-02,s#U2-02,SRCP-L11-J,SRCPSUB-L11-001,ZCOC,VW,XCD33,MRCP-L11-.004,MEAN,133
2020-11-30 03:38:45,A21ZZ424,A21ZZ424.25,-4.661501013162248e-05,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdC,YSE001,s#U1-02,s#U2-03,SRCP-L11-H,SRCPSUB-L11-001,ZCOC,VW,XCD33,MRCP-L11-.005,MEAN,134
2020-11-30 04:34:52,A21ZZ505,A21ZZ505.18,0.0132441352233818,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdB,YSE003,s#U1-01,s#U2-01,SRCP-L11-I,SRCPSUB-L11-001,YCOC,VW,WCD33,MRCP-L11-.004,MEAN,135
2020-11-30 10:15:25,A21WW372,A21WW372.19,-0.008095639348486398,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdA,ZSE003,s#U1-04,s#U2-03,SRCP-L11-H,SRCPSUB-L11-001,ZCOC,VW,XCD20,MRCP-L11-.003,MEAN,136
2020-11-30 13:21:07,A21YY714,A21YY714.03,0.018921561576600722,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdA,ZSE001,s#U1-02,s#U2-02,SRCP-L11-J,SRCPSUB-L11-001,YCOC,VW,WCD20,MRCP-L11-.004,MEAN,137
2020-11-30 15:37:54,A21YY550,A21YY550.22,0.0025198073777627623,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdB,XSE005,s#U1-04,s#U2-01,SRCP-L11-H,SRCPSUB-L11-001,YCOB,VW,XCD20,MRCP-L11-.005,MEAN,138
2020-11-30 21:50:37,A21YY020,A21YY020.18,0.011826645552509528,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdD,ZSE003,s#U1-01,s#U2-02,SRCP-L11-I,SRCPSUB-L11-001,ZCOC,VW,WCD20,MRCP-L11-.004,MEAN,139
2020-11-30 23:34:53,A21WW367,A21WW367.16,-0.0005965411743367055,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdA,YSE005,s#U1-02,s#U2-02,SRCP-L11-H,SRCPSUB-L11-001,ZCOC,VW,WCD33,MRCP-L11-.004,MEAN,140
2020-12-01 04:33:49,A21WW093,A21WW093.10,0.010298017605603083,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdD,ZSE003,s#U1-02,s#U2-03,SRCP-L11-J,SRCPSUB-L11-001,ZCOB,VW,WCD33,MRCP-L11-.005,MEAN,141
2020-12-01 05:18:53,A21YY697,A21YY697.19,-0.004658923204776282,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdA,XSE003,s#U1-01,s#U2-02,SRCP-L11-I,SRCPSUB-L11-001,YCOB,VW,WCD20,MRCP-L11-.003,MEAN,142
2020-12-01 09:23:29,A21WW369,A21WW369.21,-0.0070817082457489055,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdA,XSE005,s#U1-04,s#U2-04,SRCP-L11-I,SRCPSUB-L11-001,ZCOC,VW,WCD33,MRCP-L11-.004,MEAN,143
2020-12-01 10:46:18,A21YY529,A21YY529.19,0.02079415483792531,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdD,ZSE003,s#U1-01,s#U2-04,SRCP-L11-J,SRCPSUB-L11-001,ZCOC,VW,WCD33,MRCP-L11-.004,MEAN,144
2020-12-01 11:17:59,A21YY103,A21YY103.09,-0.008671933282047897,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdC,YSE003,s#U1-01,s#U2-02,SRCP-L11-J,SRCPSUB-L11-001,YCOC,VW,XCD33,MRCP-L11-.004,MEAN,145
2020-12-01 12:33:38,A21XX648,A21XX648.23,-0.012550900313063579,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdC,XSE003,s#U1-03,s#U2-04,SRCP-L11-H,SRCPSUB-L11-001,ZCOC,VW,XCD20,MRCP-L11-.005,MEAN,146
2020-12-01 15:22:37,A21WW576,A21WW576.16,-0.004654984488082462,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdA,YSE003,s#U1-03,s#U2-01,SRCP-L11-H,SRCPSUB-L11-001,YCOB,VW,WCD33,MRCP-L11-.003,MEAN,147
2020-12-01 17:04:14,A21WW295,A21WW295.10,-0.016254163055920087,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdC,XSE001,s#U1-04,s#U2-02,SRCP-L11-I,SRCPSUB-L11-001,YCOB,VW,WCD33,MRCP-L11-.004,MEAN,148
2020-12-01 19:43:29,A21XX250,A21XX250.01,-0.00686628046042375,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdD,XSE003,s#U1-02,s#U2-01,SRCP-L11-I,SRCPSUB-L11-001,ZCOB,VW,XCD20,MRCP-L11-.003,MEAN,149
2020-12-01 21:11:09,A21XX159,A21XX159.07,-0.006053174330809403,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdD,YSE005,s#U1-03,s#U2-04,SRCP-L11-H,SRCPSUB-L11-001,YCOC,VW,XCD33,MRCP-L11-.004,MEAN,150
2020-12-02 00:38:31,A21XX187,A21XX187.17,0.0019680158505582567,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdD,ZSE003,s#U1-01,s#U2-04,SRCP-L11-H,SRCPSUB-L11-001,ZCOB,VW,XCD20,MRCP-L11-.003,MEAN,151
2020-12-02 01:36:12,A21YY114,A21YY114.07,-9.207970716363495e-05,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdB,YSE001,s#U1-01,s#U2-03,SRCP-L11-H,SRCPSUB-L11-001,ZCOB,VW,XCD33,MRCP-L11-.005,MEAN,152
2020-12-02 01:52:33,A21ZZ748,A21ZZ748.23,0.005205468310254447,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdA,YSE003,s#U1-04,s#U2-03,SRCP-L11-H,SRCPSUB-L11-001,YCOC,VW,XCD33,MRCP-L11-.003,MEAN,153
2020-12-02 02:03:33,A21ZZ480,A21ZZ480.21,-0.002322417367801402,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdA,ZSE001,s#U1-01,s#U2-03,SRCP-L11-I,SRCPSUB-L11-001,YCOC,VW,XCD33,MRCP-L11-.004,MEAN,154
2020-12-02 03:39:59,A21WW720,A21WW720.22,0.009771326891605241,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdD,XSE001,s#U1-03,s#U2-03,SRCP-L11-I,SRCPSUB-L11-001,YCOC,VW,XCD33,MRCP-L11-.003,MEAN,155
2020-12-02 07:05:36,A21ZZ501,A21ZZ501.05,-0.011764825890113257,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdA,ZSE001,s#U1-02,s#U2-03,SRCP-L11-I,SRCPSUB-L11-001,ZCOB,VW,WCD20,MRCP-L11-.005,MEAN,156
2020-12-02 15:23:53,A21ZZ341,A21ZZ341.03,0.013847567542938477,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdC,ZSE003,s#U1-03,s#U2-02,SRCP-L11-J,SRCPSUB-L11-001,ZCOB,VW,WCD33,MRCP-L11-.003,MEAN,157
2020-12-02 16:05:37,A21XX303,A21XX303.10,0.0040731443263441035,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdB,ZSE001,s#U1-04,s#U2-02,SRCP-L11-H,SRCPSUB-L11-001,ZCOC,VW,WCD20,MRCP-L11-.005,MEAN,158
2020-12-02 23:56:25,A21ZZ663,A21ZZ663.05,0.0018499802143413305,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdD,XSE001,s#U1-03,s#U2-02,SRCP-L11-J,SRCPSUB-L11-001,ZCOB,VW,WCD33,MRCP-L11-.005,MEAN,159
2020-12-03 06:29:32,A21WW314,A21WW314.23,0.0019154434467409387,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdD,YSE001,s#U1-03,s#U2-01,SRCP-L11-H,SRCPSUB-L11-001,ZCOC,VW,WCD33,MRCP-L11-.004,MEAN,160
2020-12-03 15:19:38,A21XX669,A21XX669.05,-0.00975961197513352,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdA,YSE001,s#U1-03,s#U2-04,SRCP-L11-I,SRCPSUB-L11-001,ZCOB,VW,WCD33,MRCP-L11-.003,MEAN,161
2020-12-03 16:36:32,A21XX409,A21XX409.21,-0.018465376621072175,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdA,XSE005,s#U1-02,s#U2-01,SRCP-L11-H,SRCPSUB-L11-001,ZCOB,VW,WCD20,MRCP-L11-.005,MEAN,162
2020-12-03 17:01:43,A21WW522,A21WW522.04,-0.008325694018611612,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdA,YSE001,s#U1-01,s#U2-03,SRCP-L11-I,SRCPSUB-L11-001,ZCOC,VW,WCD20,MRCP-L11-.003,MEAN,163
2020-12-03 17:56:05,A21ZZ133,A21ZZ133.24,0.00034459332865796654,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdD,XSE001,s#U1-04,s#U2-02,SRCP-L11-H,SRCPSUB-L11-001,YCOC,VW,WCD33,MRCP-L11-.005,MEAN,164
2020-12-03 18:18:02,A21ZZ202,A21ZZ202.03,-0.0006939639652803218,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdB,YSE003,s#U1-04,s#U2-02,SRCP-L11-H,SRCPSUB-L11-001,ZCOB,VW,XCD20,MRCP-L11-.005,MEAN,165
2020-12-03 21:33:42,A21YY737,A21YY737.10,-0.0014936679689079519,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdC,XSE003,s#U1-03,s#U2-01,SRCP-L11-J,SRCPSUB-L11-001,ZCOB,VW,XCD33,MRCP-L11-.003,MEAN,166
2020-12-03 22:37:02,A21WW918,A21WW918.12,-0.007052428339025001,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdB,ZSE005,s#U1-02,s#U2-04,SRCP-L11-J,SRCPSUB-L11-001,YCOC,VW,XCD33,MRCP-L11-.004,MEAN,167
2020-12-04 05:41:12,A21XX944,A21XX944.01,0.007271563158685798,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdC,YSE003,s#U1-03,s#U2-04,SRCP-L11-H,SRCPSUB-L11-001,ZCOC,VW,XCD20,MRCP-L11-.004,MEAN,168
2020-12-04 09:43:24,A21YY997,A21YY997.11,0.0025227411740766106,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdC,XSE001,s#U1-01,s#U2-02,SRCP-L11-I,SRCPSUB-L11-001,ZCOC,VW,XCD33,MRCP-L11-.004,MEAN,169
2020-12-04 09:43:47,A21WW577,A21WW577.08,0.01192007880390354,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdA,YSE001,s#U1-03,s#U2-01,SRCP-L11-J,SRCPSUB-L11-001,YCOB,VW,WCD20,MRCP-L11-.005,MEAN,170
2020-12-04 12:35:57,A21YY667,A21YY667.14,0.004561955242811191,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdC,ZSE005,s#U1-01,s#U2-04,SRCP-L11-J,SRCPSUB-L11-001,ZCOB,VW,XCD20,MRCP-L11-.005,MEAN,171
2020-12-04 14:27:02,A21XX258,A21XX258.19,-0.002827482349135688,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdA,XSE005,s#U1-04,s#U2-03,SRCP-L11-J,SRCPSUB-L11-001,ZCOB,VW,XCD20,MRCP-L11-.003,MEAN,172
2020-12-04 15:12:41,A21WW891,A21WW891.02,-0.009906172301944934,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdD,YSE005,s#U1-03,s#U2-02,SRCP-L11-H,SRCPSUB-L11-001,YCOB,VW,WCD20,MRCP-L11-.005,MEAN,173
2020-12-04 15:20:52,A21ZZ046,A21ZZ046.05,0.0010676494531249013,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdC,YSE001,s#U1-02,s#U2-02,SRCP-L11-J,SRCPSUB-L11-001,YCOC,VW,WCD33,MRCP-L11-.004,MEAN,174
2020-12-04 15:24:15,A21YY083,A21YY083.15,0.013800545001696602,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdA,ZSE001,s#U1-03,s#U2-04,SRCP-L11-I,SRCPSUB-L11-001,YCOB,VW,XCD33,MRCP-L11-.003,MEAN,175
2020-12-04 22:41:36,A21XX121,A21XX121.20,-0.0005333765543787137,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdC,YSE001,s#U1-04,s#U2-02,SRCP-L11-I,SRCPSUB-L11-001,ZCOB,VW,XCD33,MRCP-L11-.004,MEAN,176
2020-12-04 22:44:03,A21XX839,A21XX839.13,0.010406961946526705,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdB,XSE001,s#U1-04,s#U2-02,SRCP-L11-H,SRCPSUB-L11-001,ZCOC,VW,WCD33,MRCP-L11-.003,MEAN,177
2020-12-05 06:33:03,A21YY223,A21YY223.20,-0.006558182023889224,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdD,YSE003,s#U1-04,s#U2-04,SRCP-L11-J,SRCPSUB-L11-001,ZCOB,VW,XCD33,MRCP-L11-.005,MEAN,178
2020-12-05 13:39:17,A21WW500,A21WW500.23,0.007411232115480603,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdC,XSE001,s#U1-04,s#U2-01,SRCP-L11-J,SRCPSUB-L11-001,ZCOC,VW,WCD20,MRCP-L11-.005,MEAN,179
2020-12-05 14:41:30,A21WW044,A21WW044.07,-0.016160614455008493,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdA,YSE003,s#U1-01,s#U2-01,SRCP-L11-I,SRCPSUB-L11-001,ZCOC,VW,XCD20,MRCP-L11-.005,MEAN,180
2020-12-05 15:33:13,A21WW795,A21WW795.04,0.008018046156331787,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdD,YSE005,s#U1-03,s#U2-03,SRCP-L11-I,SRCPSUB-L11-001,ZCOB,VW,XCD33,MRCP-L11-.003,MEAN,181
2020-12-05 17:23:24,A21ZZ034,A21ZZ034.12,0.0068607339419793625,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-3,ProdA,ZSE001,s#U1-02,s#U2-01,SRCP-L11-H,SRCPSUB-L11-001,ZCOC,VW,XCD33,MRCP-L11-.005,MEAN,182
2020-12-05 17:51:32,A21XX194,A21XX194.05,-0.0033700887314819317,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-1,ProdD,YSE003,s#U1-01,s#U2-03,SRCP-L11-I,SRCPSUB-L11-001,ZCOC,VW,XCD20,MRCP-L11-.005,MEAN,183
2020-12-05 18:27:08,A21ZZ379,A21ZZ379.04,-0.004457333082248052,0.0,0.03,0.025,-0.025,-0.03,stageE11,L11-2,ProdC,XSE001,s#U1-04,s#U2-03,SRCP-L11-H,SRCPSUB-L11-001,ZCOB,VW,WCD33,MRCP-L11-.004,MEAN,184
